image_path,participant,difficulty
tracking_data_download\participant_4\extracted_images\capture__1627037515032.7708.png,participant_4,hard
tracking_data_download\participant_4\extracted_images\capture__1627037515126.5176.png,participant_4,hard
tracking_data_download\participant_4\extracted_images\capture__1627037515193.6143.png,participant_4,hard
tracking_data_download\participant_4\extracted_images\capture__1627037515258.2063.png,participant_4,hard
tracking_data_download\participant_4\extracted_images\capture__1627037515332.6233.png,participant_4,hard
tracking_data_download\participant_4\extracted_images\capture__1627037515398.6975.png,participant_4,hard
tracking_data_download\participant_4\extracted_images\capture__1627037515461.2046.png,participant_4,hard
tracking_data_download\participant_4\extracted_images\capture__1627037515526.3298.png,participant_4,hard
tracking_data_download\participant_4\extracted_images\capture__1627037379596.6204.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037379662.7476.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037379744.0818.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037379799.5.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037379868.6604.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037379926.6133.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380009.3894.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380079.7354.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380139.5747.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380207.4417.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380272.6838.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380362.7217.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380427.4136.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380492.8013.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380555.6338.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380621.4866.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380698.047.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380772.5325.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380859.919.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380926.555.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037380970.438.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381070.6267.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381097.5579.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381198.2588.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381260.8208.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381331.632.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381418.1267.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381486.5974.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381548.3699.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381625.5764.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381676.5708.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381753.5793.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381820.783.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381880.7317.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037381958.5315.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382014.3262.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382094.372.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382169.6187.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382259.5598.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382290.0815.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382383.8286.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382443.6675.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382523.8423.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382604.627.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382656.5876.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382748.7322.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382816.688.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382880.6904.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037382941.5295.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383026.6863.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383094.5044.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383158.8801.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383226.1655.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383284.836.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383375.853.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383456.648.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383514.6272.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383589.6023.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383661.4038.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383723.2378.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383781.268.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383869.5547.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383923.019.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037383981.7224.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384080.1409.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384144.2395.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384212.734.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384262.601.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384340.5415.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384410.3552.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384475.1812.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384559.3213.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384627.7017.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384707.0088.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384772.8433.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384853.6501.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384916.669.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037384976.4524.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385045.4194.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385156.0586.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385181.995.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385243.9521.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385338.8308.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385412.6357.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385471.8901.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385533.7256.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385597.7397.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385690.5137.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385753.8574.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385809.8035.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385900.1184.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037385961.6392.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386027.4612.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386091.811.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386157.505.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386226.4656.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386304.924.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386366.7644.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386460.7668.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386525.5935.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386591.9307.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386654.7405.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386762.8313.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386787.6545.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386871.762.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037386921.7246.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387019.1333.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387083.88.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387149.8035.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387204.6562.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387273.471.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387357.814.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387423.3286.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387483.3499.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387551.6526.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387658.1514.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387721.5667.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387783.5168.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387853.7898.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387907.647.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037387984.444.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388046.5393.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388130.2917.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388190.5056.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388259.8098.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388345.6868.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388418.584.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388472.0012.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388545.5476.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388616.9846.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388693.6748.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388746.6543.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388840.6548.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388913.191.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037388971.5515.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389051.6216.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389103.754.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389178.7903.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389245.6128.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389312.4707.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389371.1833.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389470.6445.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389517.9233.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389584.6584.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389677.3652.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389738.8271.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389801.0083.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389870.663.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037389928.4905.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390020.017.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390074.871.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390143.5427.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390241.0605.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390301.0735.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390359.5955.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390441.4058.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390506.9568.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390573.7815.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390633.3606.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390704.3948.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390794.8865.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390868.6917.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390927.5325.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037390984.8098.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391070.779.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391133.2488.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391195.636.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391263.3503.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391328.675.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391406.5535.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391470.7913.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391565.541.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391632.5847.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391691.843.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391759.543.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391842.4783.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391903.6025.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037391962.0562.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392061.7334.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392122.5715.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392187.5803.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392253.3123.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392331.6318.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392394.8557.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392460.724.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392527.6155.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392620.5515.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392682.5298.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392748.6665.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392820.5022.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392879.71.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037392955.9133.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393022.544.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393082.0232.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393181.0747.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393259.9902.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393310.641.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393386.6807.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393451.6853.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393483.6094.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393585.7617.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393647.4934.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393718.5073.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393781.7444.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393859.833.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037393947.1548.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394010.7424.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394071.4153.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394139.5017.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394217.9521.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394274.3906.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394349.0454.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394414.677.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394477.7903.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394571.6023.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394629.0613.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394686.8955.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394785.1787.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394839.6582.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394908.4668.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037394972.208.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395039.675.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395118.0986.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395182.748.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395275.5452.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395343.7769.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395412.7368.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395481.552.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395537.5642.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395610.7214.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395673.5334.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395741.1467.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395811.576.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395902.7336.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037395964.0962.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396040.6458.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396104.6643.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396171.194.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396235.6667.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396297.971.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396393.2844.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396460.7866.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396537.5422.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396603.7068.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396669.9094.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396732.7415.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396802.9458.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396858.5881.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037396923.9436.png,participant_4,medium
tracking_data_download\participant_4\extracted_images\capture__1627037397008.7168.png,participant_4,medium
tracking_data_download\participant_13\extracted_images\capture__1628772676061.2354.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676142.2559.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676211.2688.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676285.5032.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676345.1912.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676402.2046.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676499.173.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676548.212.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676612.8235.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676700.8442.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676761.901.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676828.9302.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676898.4775.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772676964.4924.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677041.467.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677099.4783.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677197.007.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677262.5762.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677331.5913.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677411.6094.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677447.618.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677544.6045.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677600.2217.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677679.9253.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677732.3323.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677797.4517.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677877.858.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772677977.5725.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678029.496.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678100.0159.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678164.6484.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678228.6628.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678310.693.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678379.5981.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678446.5193.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678527.5652.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678594.5813.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678665.5957.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678710.606.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678800.1646.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678862.1782.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678945.8186.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772678996.2402.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679062.2546.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679133.2708.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679232.2937.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679299.395.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679378.035.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679450.774.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679495.7925.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679587.17.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679645.6443.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679694.0735.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679761.1033.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679859.6414.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679916.661.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772679977.1895.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680060.1985.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680129.2139.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680196.2302.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680261.2434.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680325.2578.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680396.2737.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680462.7983.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680527.8125.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680627.835.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680700.3418.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680760.35.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680834.7783.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680911.2178.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772680959.329.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681027.8982.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681095.923.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681195.965.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681232.9734.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681327.5774.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681394.0735.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681460.0884.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681516.102.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681579.3855.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681683.6929.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681728.8523.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681794.8826.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681863.11.png,participant_13,easy
tracking_data_download\participant_13\extracted_images\capture__1628772681950.7598.png,participant_13,easy
